Transaction_ID,Date,Customer_Name,Product,Total_Items,Total_Cost,Payment_Method,City,Store_Type,Discount_Applied,Customer_Category,Season,Promotion
1000023810,4/25/2021 18:49,Nicholas Meadows,"['Coffee', 'Extension Cords', 'Water', 'Dustpan', 'Pancake Mix']",2,38.16,Mobile Payment,Chicago,Pharmacy,TRUE,Young Adult,Fall,Discount on Selected Items
1000023811,12/1/2020 11:23,Leroy Harris,"['Baby Wipes', 'Dish Soap', 'Lawn Mower']",9,26.04,Debit Card,Dallas,Convenience Store,FALSE,Middle-Aged,Winter,None
1000023812,5/14/2022 3:25,David Campbell,"['BBQ Sauce', 'Vinegar', 'Deodorant']",2,44.96,Cash,Seattle,Pharmacy,TRUE,Middle-Aged,Spring,BOGO (Buy One Get One)
1000023813,3/16/2023 16:46,Brenda Frank,"['Soap', 'Cleaning Rags', 'Honey', 'Vinegar']",6,26.11,Credit Card,Chicago,Convenience Store,TRUE,Retiree,Fall,None
1000023814,2/21/2021 18:40,Richard Wright,"['Sponges', 'Shampoo', 'Ice Cream']",3,35.13,Debit Card,New York,Pharmacy,FALSE,Student,Spring,BOGO (Buy One Get One)
1000023815,1/29/2020 15:34,Tina Austin,"['Cleaning Rags', 'Ironing Board', 'Toothpaste']",1,95.82,Credit Card,Dallas,Convenience Store,FALSE,Senior Citizen,Winter,Discount on Selected Items
1000023816,8/4/2023 20:26,David Chavez,"['Cereal', 'Carrots', 'Eggs', 'Beef']",10,41.11,Debit Card,Seattle,Department Store,TRUE,Retiree,Spring,Discount on Selected Items
1000023817,6/5/2020 17:22,Elizabeth White,"['Rice', 'Honey']",2,40.15,Cash,Dallas,Convenience Store,FALSE,Young Adult,Fall,Discount on Selected Items
1000023818,1/4/2020 22:52,Brian Anderson,"['Syrup', 'Dishware']",5,5.59,Debit Card,Seattle,Warehouse Club,FALSE,Homemaker,Fall,Discount on Selected Items
1000023819,4/8/2020 10:22,Brian Barnes,"['Spinach', 'Plant Fertilizer', 'Lawn Mower', 'Cheese']",10,52.04,Mobile Payment,Atlanta,Department Store,TRUE,Professional,Summer,BOGO (Buy One Get One)
1000023820,8/29/2022 10:44,Kimberly Grimes,"['Laundry Detergent', 'Spinach', 'Toothpaste']",9,23.99,Credit Card,Los Angeles,Pharmacy,FALSE,Retiree,Fall,Discount on Selected Items
1000023821,12/10/2020 10:47,Patricia Nelson DDS,"['Vacuum Cleaner', 'Dish Soap']",10,54.72,Credit Card,Houston,Department Store,TRUE,Student,Spring,BOGO (Buy One Get One)
1000023822,5/10/2022 15:10,Ruth Moore,['Mop'],2,85.97,Cash,Boston,Pharmacy,TRUE,Retiree,Fall,BOGO (Buy One Get One)
1000023823,12/21/2020 19:02,Craig Johnson,"['Dustpan', 'Laundry Detergent']",2,82.38,Credit Card,Seattle,Department Store,FALSE,Teenager,Winter,Discount on Selected Items
1000023824,3/17/2022 2:02,Curtis Gonzalez,['Bath Towels'],2,44.49,Cash,Seattle,Convenience Store,TRUE,Student,Spring,Discount on Selected Items
1000023825,3/7/2021 23:29,Cynthia Koch,"['Tissues', 'Tea', 'Extension Cords', 'Deodorant', 'Iron']",4,49.3,Credit Card,San Francisco,Supermarket,TRUE,Retiree,Summer,BOGO (Buy One Get One)
1000023826,1/9/2021 19:28,Margaret White PhD,"['Trash Cans', 'Ketchup', 'Dish Soap', 'Butter', 'Diapers']",8,14.89,Mobile Payment,Dallas,Convenience Store,FALSE,Professional,Spring,BOGO (Buy One Get One)
1000023827,10/14/2022 8:54,Rachel Nguyen,"['Rice', 'Dish Soap', 'Spinach', 'Toothpaste', 'Vinegar']",1,42.87,Debit Card,San Francisco,Pharmacy,FALSE,Retiree,Summer,None
1000023828,10/29/2022 12:56,Jesus White,"['Orange', 'Shampoo', 'Hand Sanitizer', 'Rice']",5,6.12,Mobile Payment,Atlanta,Convenience Store,FALSE,Professional,Summer,BOGO (Buy One Get One)
1000023829,6/16/2020 17:10,Nicole Dunn,"['Trash Cans', 'Diapers', 'Jam']",6,93.03,Debit Card,Seattle,Specialty Store,FALSE,Young Adult,Spring,Discount on Selected Items
1000023830,4/20/2022 4:47,Michael Jones,"['Carrots', 'Chips', 'Power Strips', 'Plant Fertilizer', 'Orange']",1,7.4,Debit Card,Seattle,Specialty Store,FALSE,Retiree,Fall,Discount on Selected Items
1000023831,10/28/2021 12:45,Jamie Wilson,"['Shaving Cream', 'Syrup', 'Mustard', 'Hair Gel']",8,18,Debit Card,Chicago,Department Store,FALSE,Middle-Aged,Spring,Discount on Selected Items
1000023832,12/3/2020 8:00,Dana Miranda,"['Shaving Cream', 'Baby Wipes']",4,88.68,Mobile Payment,Los Angeles,Pharmacy,TRUE,Young Adult,Winter,BOGO (Buy One Get One)
1000023833,10/3/2021 9:18,Brenda Ford,"['Orange', 'Diapers', 'Toilet Paper', 'Toothpaste', 'Shampoo']",7,52.8,Cash,Dallas,Warehouse Club,FALSE,Senior Citizen,Summer,Discount on Selected Items
1000023834,11/14/2020 15:37,Megan Harris,"['Trash Cans', 'Toothpaste', 'Chicken']",9,41.84,Cash,Los Angeles,Warehouse Club,FALSE,Senior Citizen,Fall,BOGO (Buy One Get One)
1000023835,10/6/2023 21:35,Amy Mullins,"['Tissues', 'Extension Cords', 'Insect Repellent', 'Spinach']",8,91.59,Mobile Payment,Miami,Department Store,FALSE,Homemaker,Fall,Discount on Selected Items
1000023836,12/4/2023 20:56,Laura Lee,"['Peanut Butter', 'Power Strips', 'Tissues']",9,73.79,Debit Card,Atlanta,Warehouse Club,FALSE,Senior Citizen,Spring,BOGO (Buy One Get One)
1000023837,11/14/2023 13:20,Thomas Gibbs,"['Hair Gel', 'Trash Cans', 'Extension Cords', 'BBQ Sauce']",5,34.95,Credit Card,Seattle,Convenience Store,TRUE,Retiree,Spring,Discount on Selected Items
1000023838,5/15/2023 10:48,Bryan Torres,"['Tomatoes', 'Pasta', 'Carrots', 'Chips']",9,86.29,Mobile Payment,Houston,Convenience Store,FALSE,Professional,Winter,BOGO (Buy One Get One)
1000023839,6/28/2020 3:32,Carolyn Jones,"['Extension Cords', 'Chips']",6,45.05,Cash,Houston,Pharmacy,FALSE,Teenager,Summer,Discount on Selected Items
1000023840,8/12/2023 0:17,Candace Huang,['Dishware'],7,58.09,Mobile Payment,Boston,Convenience Store,TRUE,Young Adult,Spring,None
1000023841,11/2/2022 12:49,Andrew Long,['Plant Fertilizer'],5,99.69,Credit Card,Seattle,Department Store,TRUE,Young Adult,Winter,None
1000023842,8/15/2020 21:53,Philip Lowery,['Vacuum Cleaner'],8,46.79,Cash,Dallas,Warehouse Club,FALSE,Middle-Aged,Spring,BOGO (Buy One Get One)
1000023843,9/27/2023 12:35,Kurt Barker,"['Light Bulbs', 'Carrots']",4,12.29,Credit Card,Boston,Convenience Store,TRUE,Middle-Aged,Summer,None
1000023844,9/24/2022 23:41,Andrew Hahn,"['Toothpaste', 'Tea', 'Bath Towels', 'Paper Towels']",8,11.52,Debit Card,New York,Specialty Store,TRUE,Middle-Aged,Summer,Discount on Selected Items
1000023845,9/23/2022 19:05,Andrew Long,['Cereal'],5,19.24,Mobile Payment,Boston,Pharmacy,TRUE,Teenager,Fall,None
1000023846,12/26/2022 0:28,Susan Hunter,"['Iron', 'Iron']",1,91.57,Mobile Payment,Dallas,Supermarket,FALSE,Senior Citizen,Spring,Discount on Selected Items
1000023847,3/24/2023 18:06,April Hoffman,"['Trash Bags', 'Chicken', 'Cheese', 'Hair Gel']",1,62.51,Credit Card,Chicago,Convenience Store,TRUE,Homemaker,Winter,Discount on Selected Items
1000023848,9/14/2023 1:52,Angela Frank,"['Dishware', 'Mustard', 'Ironing Board', 'Chips']",4,96.84,Mobile Payment,Boston,Warehouse Club,TRUE,Student,Spring,None
1000023849,1/28/2023 6:14,Joanna Stewart,"['Cleaning Rags', 'Butter', 'Vacuum Cleaner']",8,35.57,Mobile Payment,Los Angeles,Warehouse Club,FALSE,Retiree,Spring,None
1000023850,12/28/2020 20:47,Jennifer Ellis,"['Soap', 'Potatoes', 'Pasta', 'Canned Soup', 'Butter']",4,57.46,Credit Card,Boston,Supermarket,FALSE,Teenager,Summer,None
1000023851,11/5/2021 20:53,Angel Suarez,['Bread'],3,99.29,Mobile Payment,Boston,Specialty Store,TRUE,Retiree,Spring,BOGO (Buy One Get One)
1000023852,11/23/2020 4:45,Julie Meza,['Paper Towels'],1,41.94,Mobile Payment,San Francisco,Convenience Store,FALSE,Teenager,Spring,BOGO (Buy One Get One)
1000023853,2/7/2022 19:56,Melinda Bernard,"['Butter', 'Cereal Bars', 'Peanut Butter', 'Soda', 'Razors']",9,18.09,Mobile Payment,Atlanta,Supermarket,FALSE,Middle-Aged,Summer,Discount on Selected Items
1000023854,12/12/2022 21:08,Mario Medina,"['Milk', 'Toothpaste']",6,10.08,Cash,Miami,Supermarket,TRUE,Retiree,Winter,Discount on Selected Items
1000023855,12/11/2021 4:33,Anthony Chung,"['Butter', 'Toothpaste', 'Apple', 'Eggs', 'Sponges']",3,32.92,Credit Card,Miami,Department Store,FALSE,Professional,Winter,None
1000023856,6/7/2020 2:14,Jaime Fields,"['Power Strips', 'Deodorant']",8,69.98,Cash,San Francisco,Pharmacy,FALSE,Student,Summer,Discount on Selected Items
1000023857,3/13/2021 12:56,Christopher Schmidt,"['Broom', 'Shrimp', 'Eggs', 'Carrots']",5,85.82,Cash,Atlanta,Convenience Store,TRUE,Senior Citizen,Summer,Discount on Selected Items
1000023858,12/8/2023 12:00,Theresa Thomas,['Pancake Mix'],9,10.84,Debit Card,Seattle,Supermarket,TRUE,Retiree,Winter,None
1000023859,9/26/2023 22:04,Joseph Mason,"['Shampoo', 'Honey', 'Apple', 'Pancake Mix']",6,45.38,Credit Card,San Francisco,Department Store,FALSE,Homemaker,Winter,None
1000023860,5/6/2022 8:21,Jonathan Mccormick,"['Iron', 'Soda']",9,90.39,Debit Card,Dallas,Department Store,FALSE,Student,Summer,Discount on Selected Items
1000023861,11/17/2021 7:05,Pedro Garcia,"['Milk', 'Feminine Hygiene Products', 'Bread', 'Vacuum Cleaner']",9,9.11,Credit Card,Atlanta,Specialty Store,TRUE,Senior Citizen,Winter,None
1000023862,3/21/2021 22:26,Renee Freeman,['Water'],1,22.7,Debit Card,Houston,Convenience Store,TRUE,Retiree,Fall,BOGO (Buy One Get One)
1000023863,4/15/2022 6:08,Annette Lewis,"['Ice Cream', 'Deodorant']",5,57.74,Cash,San Francisco,Pharmacy,FALSE,Teenager,Fall,BOGO (Buy One Get One)
1000023864,6/9/2021 1:52,Amanda Barrett,"['Onions', 'Tea']",7,22.64,Mobile Payment,Houston,Convenience Store,FALSE,Retiree,Winter,None
1000023865,3/13/2020 21:34,Andrea Brown,['Laundry Detergent'],4,59.34,Debit Card,Miami,Supermarket,TRUE,Retiree,Fall,None
1000023866,1/27/2024 11:47,John Clark,"['Soda', 'Dish Soap', 'Ketchup', 'Peanut Butter', 'Onions']",2,92.12,Mobile Payment,Los Angeles,Convenience Store,TRUE,Young Adult,Spring,BOGO (Buy One Get One)
1000023867,11/27/2021 20:58,Kyle Allen,"['Orange', 'Tissues', 'Pasta']",10,42.79,Mobile Payment,Chicago,Convenience Store,TRUE,Retiree,Fall,Discount on Selected Items
1000023868,2/27/2021 22:29,Nicole Hopkins,"['Tomatoes', 'Chips', 'Toothbrush']",10,8.21,Credit Card,Boston,Department Store,TRUE,Teenager,Spring,BOGO (Buy One Get One)
1000023869,5/3/2024 1:25,Elizabeth Johns,['Hand Sanitizer'],1,33.35,Mobile Payment,Chicago,Convenience Store,FALSE,Teenager,Summer,BOGO (Buy One Get One)
1000023870,3/28/2023 11:08,Amy Snyder,"['Honey', 'Dustpan', 'Mustard', 'Onions', 'Carrots']",8,43.33,Mobile Payment,Miami,Pharmacy,TRUE,Teenager,Fall,Discount on Selected Items
1000023871,3/12/2020 15:22,Philip Soto,"['Cleaning Rags', 'Peanut Butter', 'Canned Soup', 'Banana', 'Tomatoes']",9,54.59,Credit Card,Seattle,Specialty Store,TRUE,Retiree,Fall,BOGO (Buy One Get One)
1000023872,4/30/2023 22:32,Tina Lawson,"['Laundry Detergent', 'Butter', 'Cleaning Rags']",9,72.36,Mobile Payment,Houston,Warehouse Club,FALSE,Professional,Summer,None
1000023873,1/1/2022 22:42,Kathleen Perkins,"['Carrots', 'Garden Hose']",2,83.1,Cash,Atlanta,Supermarket,TRUE,Senior Citizen,Spring,BOGO (Buy One Get One)
1000023874,4/2/2023 16:03,Mitchell Nelson,"['Carrots', 'Canned Soup', 'Salmon', 'Mop', 'Milk']",3,77.05,Debit Card,Miami,Supermarket,TRUE,Senior Citizen,Summer,BOGO (Buy One Get One)
1000023875,5/28/2020 1:28,Steven Henson,"['Pickles', 'Soap', 'Banana']",8,32.9,Debit Card,Boston,Pharmacy,TRUE,Professional,Spring,Discount on Selected Items
1000023876,2/5/2024 19:31,Denise Erickson,"['Iron', 'Soap']",6,9.47,Mobile Payment,San Francisco,Specialty Store,FALSE,Student,Fall,BOGO (Buy One Get One)
1000023877,3/24/2023 17:42,David Ferguson,"['Shower Gel', 'Air Freshener', 'Cleaning Spray', 'Hair Gel', 'Chips']",5,33.38,Credit Card,Houston,Pharmacy,FALSE,Teenager,Winter,Discount on Selected Items
1000023878,4/26/2022 19:37,Andrew Mejia,"['Shampoo', 'Salmon', 'Paper Towels']",9,39.21,Credit Card,Boston,Department Store,FALSE,Middle-Aged,Summer,None
1000023879,11/8/2021 14:05,Michael Moore,"['Syrup', 'Cleaning Spray', 'Vinegar', 'Vinegar', 'Cleaning Rags']",2,37.12,Credit Card,Houston,Convenience Store,TRUE,Professional,Winter,BOGO (Buy One Get One)
1000023880,1/20/2021 20:42,Felicia Brown,['Pancake Mix'],4,68.53,Cash,Atlanta,Supermarket,FALSE,Retiree,Spring,BOGO (Buy One Get One)
1000023881,7/18/2020 6:45,Thomas Gray,"['Mayonnaise', 'Cleaning Rags']",8,59.21,Credit Card,Boston,Convenience Store,FALSE,Student,Winter,None
1000023882,7/27/2021 15:46,Holly White,"['Apple', 'Peanut Butter', 'Carrots', 'Vinegar']",2,48.62,Debit Card,Seattle,Pharmacy,FALSE,Senior Citizen,Winter,BOGO (Buy One Get One)
1000023883,6/4/2021 12:23,Jonathan Merritt,"['Deodorant', 'Paper Towels', 'Laundry Detergent', 'Hair Gel']",10,38.21,Mobile Payment,Miami,Convenience Store,FALSE,Teenager,Summer,BOGO (Buy One Get One)
1000023884,11/9/2023 18:44,Jerome Stevenson,"['Razors', 'Vinegar', 'Shaving Cream']",4,51.9,Cash,New York,Convenience Store,TRUE,Young Adult,Summer,Discount on Selected Items
1000023885,11/14/2022 16:00,Erin Baker,['Rice'],6,57.3,Credit Card,Houston,Convenience Store,TRUE,Student,Fall,BOGO (Buy One Get One)
1000023886,2/2/2020 23:44,Christopher Davis,"['Sponges', 'Paper Towels', 'Ice Cream', 'Beef']",4,81.82,Cash,Chicago,Department Store,FALSE,Student,Summer,None
1000023887,3/26/2021 15:41,Chase Miller,['Honey'],4,22.25,Credit Card,Dallas,Convenience Store,FALSE,Senior Citizen,Spring,Discount on Selected Items
1000023888,5/14/2024 1:28,Stacy Wilson,"['Shaving Cream', 'Light Bulbs', 'Tuna']",5,6.04,Mobile Payment,New York,Department Store,TRUE,Teenager,Summer,BOGO (Buy One Get One)
1000023889,3/22/2020 9:34,Michelle Price,"['Tuna', 'Jam', 'Pickles', 'Lawn Mower']",9,37.65,Mobile Payment,Chicago,Convenience Store,FALSE,Student,Winter,BOGO (Buy One Get One)
1000023890,1/22/2020 14:55,William Roberts,"['Hair Gel', 'Apple']",3,84.48,Mobile Payment,Atlanta,Supermarket,FALSE,Middle-Aged,Fall,None
1000023891,4/11/2022 22:49,Harry Johnson,"['Pickles', 'Shaving Cream', 'Pancake Mix', 'Toothbrush']",5,63.86,Cash,Dallas,Supermarket,TRUE,Retiree,Summer,None
1000023892,3/30/2024 8:12,Monique Owens,"['Banana', 'Salmon', 'Tomatoes']",9,41.15,Credit Card,Dallas,Specialty Store,TRUE,Retiree,Fall,None
1000023893,1/16/2023 15:56,Jennifer Miller,"['Cleaning Rags', 'Cleaning Spray', 'Cereal']",5,8.07,Credit Card,Houston,Specialty Store,TRUE,Homemaker,Summer,None
1000023894,12/25/2022 12:05,John Young,"['Chicken', 'Sponges', 'Banana', 'Diapers']",4,88.7,Debit Card,Dallas,Warehouse Club,TRUE,Teenager,Fall,None
1000023895,6/7/2020 2:11,Robert Evans,"['Iron', 'Bread', 'Bread', 'Tea']",10,99.3,Credit Card,Houston,Department Store,TRUE,Young Adult,Winter,Discount on Selected Items
1000023896,10/2/2021 4:16,Amy Thompson,"['Dishware', 'Trash Bags', 'Hand Sanitizer', 'Lawn Mower', 'Soda']",1,92,Mobile Payment,Atlanta,Warehouse Club,TRUE,Young Adult,Winter,Discount on Selected Items
1000023897,3/23/2020 3:10,Emily Nguyen,"['Olive Oil', 'Bread', 'Jam', 'Honey']",1,77.22,Debit Card,Boston,Supermarket,FALSE,Young Adult,Spring,BOGO (Buy One Get One)
1000023898,1/15/2022 20:51,Jane Meyers MD,['Bath Towels'],1,76.09,Credit Card,San Francisco,Department Store,FALSE,Young Adult,Winter,None
1000023899,2/8/2023 21:19,Benjamin Collins,"['Ketchup', 'BBQ Sauce', 'Milk', 'Power Strips', 'Laundry Detergent']",7,9.94,Debit Card,New York,Specialty Store,TRUE,Professional,Summer,Discount on Selected Items
1000023900,9/16/2022 5:12,Mark Jones,['Light Bulbs'],6,60.24,Cash,Atlanta,Pharmacy,FALSE,Senior Citizen,Spring,None
1000023901,5/3/2022 4:00,Brad Christensen,"['Soap', 'Shower Gel', 'Shampoo', 'Mustard', 'Bath Towels']",4,64.29,Cash,New York,Warehouse Club,FALSE,Retiree,Winter,BOGO (Buy One Get One)
1000023902,8/24/2023 7:16,Nathan Mcneil,"['Trash Bags', 'Ketchup', 'Sponges', 'Chicken']",6,14.65,Debit Card,Houston,Warehouse Club,FALSE,Homemaker,Fall,Discount on Selected Items
1000023903,4/13/2022 7:20,Jesse Velez,"['Soda', 'Toothpaste', 'Mayonnaise', 'Laundry Detergent']",4,87.04,Cash,Miami,Warehouse Club,TRUE,Retiree,Fall,Discount on Selected Items
1000023904,4/4/2021 7:50,Ronald Lowe,"['Razors', 'Pasta', 'Paper Towels', 'Coffee']",4,14.98,Cash,Atlanta,Pharmacy,TRUE,Homemaker,Summer,None
1000023905,4/19/2020 14:27,Donald Mendez,"['Dish Soap', 'Ice Cream']",5,94.67,Mobile Payment,Boston,Convenience Store,FALSE,Retiree,Summer,BOGO (Buy One Get One)
1000023906,5/5/2024 17:41,Mark Bonilla,"['Olive Oil', 'Laundry Detergent', 'Cheese', 'Shaving Cream', 'Shampoo']",9,53.64,Debit Card,Los Angeles,Specialty Store,TRUE,Young Adult,Winter,Discount on Selected Items
1000023907,1/2/2023 22:09,Sheila Anderson,"['Tuna', 'Diapers', 'Honey', 'Potatoes']",4,62.51,Mobile Payment,Chicago,Warehouse Club,TRUE,Middle-Aged,Winter,None
1000023908,6/26/2021 14:14,Keith Duffy,['Feminine Hygiene Products'],7,21.67,Debit Card,Los Angeles,Warehouse Club,TRUE,Senior Citizen,Winter,None
1000023909,2/21/2020 1:35,Paul Taylor,['Butter'],3,75,Cash,Atlanta,Supermarket,TRUE,Professional,Summer,Discount on Selected Items
1000023910,5/2/2020 6:05,Phillip Weaver,"['Eggs', 'Honey', 'Light Bulbs']",5,44.2,Cash,Atlanta,Specialty Store,FALSE,Homemaker,Summer,BOGO (Buy One Get One)
1000023911,2/14/2024 14:30,Sarah Brown,['Coffee'],7,57.37,Mobile Payment,Dallas,Warehouse Club,TRUE,Student,Summer,Discount on Selected Items
1000023912,12/28/2020 8:36,Edward Perkins,['Shrimp'],1,81.23,Mobile Payment,Atlanta,Warehouse Club,FALSE,Professional,Summer,BOGO (Buy One Get One)
1000023913,7/20/2022 18:02,David Moore,['Trash Bags'],2,52.55,Cash,Houston,Specialty Store,FALSE,Homemaker,Spring,None
1000023914,12/26/2020 17:29,Sarah Galloway,"['Insect Repellent', 'Trash Bags']",3,98.62,Mobile Payment,Atlanta,Department Store,TRUE,Middle-Aged,Fall,None
1000023915,7/12/2021 14:30,Anne White,"['Trash Bags', 'Mustard', 'Carrots', 'Rice', 'Salmon']",5,60.07,Cash,Dallas,Department Store,FALSE,Student,Spring,None
1000023916,6/25/2020 23:29,Eric Brown,"['Spinach', 'Vinegar', 'Toothpaste']",10,32.93,Credit Card,Atlanta,Specialty Store,FALSE,Senior Citizen,Fall,None
1000023917,10/2/2022 23:31,Kathleen Rodriguez,"['Hand Sanitizer', 'Lawn Mower']",1,71.12,Cash,Seattle,Pharmacy,FALSE,Professional,Fall,None
1000023918,4/11/2023 22:11,John Carlson,"['Toilet Paper', 'Syrup', 'Toothbrush', 'Cleaning Spray', 'Tomatoes']",4,45.33,Mobile Payment,Houston,Specialty Store,FALSE,Homemaker,Fall,Discount on Selected Items
1000023919,5/31/2022 22:18,Matthew French,"['Orange', 'Water', 'Carrots']",1,91.29,Cash,New York,Warehouse Club,FALSE,Middle-Aged,Spring,BOGO (Buy One Get One)
1000023920,12/18/2021 3:53,Timothy Phillips,['Soap'],8,22.93,Credit Card,Dallas,Supermarket,TRUE,Senior Citizen,Winter,None
1000023921,3/3/2024 2:12,Eric West,['Chips'],6,30.77,Credit Card,Miami,Department Store,FALSE,Student,Fall,Discount on Selected Items
1000023922,1/27/2022 9:39,Charles Adams,"['Diapers', 'Ironing Board']",4,28.61,Cash,Boston,Specialty Store,TRUE,Professional,Winter,BOGO (Buy One Get One)
1000023923,2/20/2020 1:15,Thomas Lewis,"['Trash Bags', 'Beef']",8,64.25,Debit Card,Seattle,Supermarket,TRUE,Young Adult,Fall,None
1000023924,9/3/2021 12:02,Brian Barrett,"['Lawn Mower', 'Toothpaste', 'Extension Cords', 'Feminine Hygiene Products']",7,47.36,Cash,Atlanta,Specialty Store,TRUE,Professional,Fall,None
1000023925,5/31/2020 16:03,Julia Ortega,['Dishware'],7,36,Cash,Seattle,Warehouse Club,TRUE,Middle-Aged,Summer,BOGO (Buy One Get One)
1000023926,8/3/2022 1:36,Katherine Hall,"['Dustpan', 'Olive Oil', 'Vacuum Cleaner', 'Diapers', 'Lawn Mower']",6,41.91,Debit Card,New York,Warehouse Club,FALSE,Middle-Aged,Summer,Discount on Selected Items
1000023927,12/17/2020 8:02,William Diaz,"['Water', 'Jam']",7,71.03,Cash,Dallas,Supermarket,TRUE,Young Adult,Winter,Discount on Selected Items
1000023928,3/31/2023 2:47,Lisa Gardner,"['Cheese', 'Orange', 'Shrimp', 'Hand Sanitizer']",6,18.74,Credit Card,Atlanta,Supermarket,TRUE,Teenager,Spring,BOGO (Buy One Get One)
1000023929,4/13/2021 13:14,William Medina,['Pickles'],4,35.1,Credit Card,Dallas,Specialty Store,FALSE,Middle-Aged,Spring,BOGO (Buy One Get One)
1000023930,5/15/2020 14:07,Christopher Pearson,"['Power Strips', 'Shower Gel']",3,97.04,Cash,New York,Department Store,TRUE,Student,Spring,BOGO (Buy One Get One)
1000023931,3/2/2024 7:47,Melissa Molina,"['Chips', 'Extension Cords']",4,58.21,Cash,Seattle,Convenience Store,TRUE,Professional,Spring,None
1000023932,12/22/2020 18:03,Ann Wolfe,"['Razors', 'Dish Soap']",7,82.9,Debit Card,Miami,Specialty Store,TRUE,Homemaker,Fall,None
1000023933,8/1/2022 8:37,Daniel Dougherty,"['Salmon', 'Cereal', 'Chips']",10,92.35,Credit Card,Houston,Specialty Store,FALSE,Homemaker,Spring,Discount on Selected Items
1000023934,12/19/2020 13:18,Shane Reed,"['Power Strips', 'Olive Oil', 'Sponges', 'Power Strips', 'Ketchup']",1,98.24,Cash,Dallas,Convenience Store,TRUE,Professional,Fall,BOGO (Buy One Get One)
1000023935,5/10/2021 13:28,Mr. William Fowler,"['Toothpaste', 'Dish Soap', 'Cereal Bars', 'Shower Gel']",9,81.47,Credit Card,San Francisco,Pharmacy,TRUE,Professional,Spring,Discount on Selected Items
1000023936,3/12/2024 20:49,Jillian Brown,['Onions'],10,81.09,Credit Card,San Francisco,Department Store,FALSE,Senior Citizen,Spring,Discount on Selected Items
1000023937,8/3/2021 16:55,Kimberly Kennedy,"['Sponges', 'Laundry Detergent']",7,55.95,Debit Card,Boston,Warehouse Club,TRUE,Middle-Aged,Fall,Discount on Selected Items
1000023938,4/18/2024 19:38,Alex Wyatt,"['Chips', 'Banana', 'Tissues', 'Bread', 'Deodorant']",9,81.42,Debit Card,Los Angeles,Pharmacy,FALSE,Young Adult,Winter,BOGO (Buy One Get One)
1000023939,11/6/2021 9:20,Cheryl Brown,"['Shrimp', 'Jam', 'Coffee', 'Extension Cords', 'Potatoes']",5,82.04,Cash,Atlanta,Convenience Store,FALSE,Middle-Aged,Summer,None
1000023940,4/13/2024 11:54,Scott Sullivan,"['Shower Gel', 'Beef']",1,26.13,Credit Card,New York,Specialty Store,FALSE,Homemaker,Summer,Discount on Selected Items
1000023941,2/28/2022 11:51,Jacob Mcdonald,"['Eggs', 'Cheese', 'Cereal Bars', 'Water', 'Water']",2,56.3,Cash,Chicago,Supermarket,FALSE,Senior Citizen,Spring,None
1000023942,3/5/2020 5:43,Dylan Mccarthy,['Yogurt'],5,54.88,Debit Card,Boston,Warehouse Club,FALSE,Professional,Spring,BOGO (Buy One Get One)
1000023943,4/30/2022 10:39,Katie Coleman,"['Mayonnaise', 'Trash Cans', 'Potatoes', 'Soap', 'Water']",9,70.18,Cash,Seattle,Convenience Store,TRUE,Middle-Aged,Winter,None
1000023944,10/5/2020 23:35,Michelle Rodriguez,"['Sponges', 'Shrimp', 'Honey']",9,47.18,Debit Card,Boston,Department Store,FALSE,Young Adult,Spring,Discount on Selected Items
1000023945,5/11/2024 4:02,Perry Jones,"['Cheese', 'Cleaning Spray']",6,63.21,Mobile Payment,Dallas,Specialty Store,TRUE,Professional,Spring,Discount on Selected Items
1000023946,6/5/2023 12:46,Maria Wells MD,"['Trash Bags', 'Water']",3,5.53,Debit Card,Los Angeles,Supermarket,FALSE,Young Adult,Summer,BOGO (Buy One Get One)
1000023947,12/29/2023 11:54,Angela Mason,['BBQ Sauce'],6,41.19,Debit Card,New York,Supermarket,FALSE,Student,Summer,None
1000023948,2/10/2024 16:13,Tracy Cochran,"['Light Bulbs', 'Cereal Bars', 'Spinach', 'Garden Hose']",9,38.36,Cash,San Francisco,Pharmacy,FALSE,Teenager,Winter,BOGO (Buy One Get One)
1000023949,2/16/2023 12:56,Jamie Hayes,['Canned Soup'],10,66.29,Cash,Miami,Specialty Store,TRUE,Retiree,Spring,None
1000023950,5/22/2022 4:20,Joseph Hill,"['Shaving Cream', 'Tissues', 'Bread', 'Hair Gel', 'Beef']",6,79.13,Cash,New York,Pharmacy,FALSE,Young Adult,Winter,Discount on Selected Items
1000023951,2/27/2021 23:21,Matthew Bender,"['Water', 'Eggs', 'Paper Towels', 'Insect Repellent', 'Toothbrush']",8,92.17,Debit Card,Seattle,Warehouse Club,FALSE,Student,Winter,Discount on Selected Items
1000023952,12/28/2021 18:48,Julie Dean,"['BBQ Sauce', 'Bath Towels', 'Trash Cans', 'Peanut Butter']",7,14.66,Credit Card,Dallas,Specialty Store,FALSE,Young Adult,Fall,None
1000023953,6/10/2023 19:02,Erika Matthews,"['Pasta', 'Coffee']",10,90.51,Mobile Payment,Miami,Department Store,FALSE,Middle-Aged,Summer,BOGO (Buy One Get One)
1000023954,8/18/2023 9:57,Marilyn Lopez,"['Olive Oil', 'Pasta', 'Cleaning Spray', 'Dustpan']",2,6.9,Debit Card,Atlanta,Pharmacy,TRUE,Homemaker,Fall,Discount on Selected Items
